issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible
1794-6298,0120-1867,1794-6298,economia negocios ciencias sociales c,law q3 political science relations q4 social sciences economics trade,5,10,3028.04,EUR,3270.28,1.08,8606.0,observado,True
1692-1399,2453-675X,1692-1399,ingenieria produccion otras ingenierias tecnologias tecnologia c,tecnologia scientific about technologies technology technics industry education,7,8,315.0,EUR,340.2,1.08,895.26,declarado,True
1657-2815,2531-1654,1657-2815,negocios management economia ciencias sociales c,libre empresa spanish english translation literature linguistics anglo language,6,9,,,,,,,False
0121-3652,1982-8047,0121-3652,ciencias sociales interdisciplinaria otras c,uninpahu public health sciences medicine general,5,6,,,,,,,False
2011-3501,,2011-3501,otras ciencias sociales c,dialectica libertadora dor pain anesthesiology cannabinoids management rheumatology medicine,4,9,2838.0,EUR,3065.04,1.08,8065.89,observado,True
0120-3754,2500-5227,0120-3754,economia negocios ciencias sociales c,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social public administration governance policies sector state capacity political institutions general,5,24,,,,,,,False
0121-8670,2256-1161,0121-8670,otras ciencias sociales c,investigation science education social sciences,4,5,,,,,,,False
2011-4680,,2011-4680,arte humanidades c,,3,0,,,,,,,False
1657-9553,,1657-9553,economia negocios ciencias sociales c facultad contables economicas administrativas faccea,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine management economics education accounting social sciences economic theory demography as science,10,26,1828.49,EUR,1974.77,1.08,5196.76,observado,True
0123-9465,1981-4127,0123-9465,derecho ciencias sociales c,social science education human sciences general works geography anthropology recreation environmental,4,11,,,,,,,False
1909-7050,2389-9468,1909-7050,otras ciencias sociales c,history q4 political science relations arts humanities social sciences aerospace aviation operational safety technology military strategy operations motor vehicles aeronautics astronautics,4,21,,,,,,,False
1794-8347,1679-0375,1794-8347,negocios management economia ciencias sociales b estrategicas,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine exact sciences engineering technology general science,7,21,3385.0,EUR,3655.8,1.08,9620.53,observado,True
1909-9851,2521-9715,1909-9851,otras ingenierias tecnologias ingenieria tecnologia c cientifica facultad ciencias veterinarias universidad zulia,veterinary medicine animal science agricultural economics public health food technology,12,10,895.15,EUR,966.76,1.08,2544.11,observado,True
2011-5253,2422-278X,2011-5253,ciencias sociales interdisciplinaria otras c,peace conflict pedagogy social sciences democracy memory sociology general,5,9,,,,,,,False
2011-8643,1947-5691,2011-8643,educacion general incluye capacitacion pedagogia ciencias sociales c,magistro geography remote sensing data science geographic information systems anthropology recreation mathematical cartography,8,13,2727.28,EUR,2945.46,1.08,7751.21,observado,True
1692-5238,1729-3804,1692-5238,ingenieria electrica electronica ingenierias informatica tecnologia c s t sistemas telematica tic telematics internet technologies networks,technology electrical engineering electronics nuclear telecommunication,16,6,1314.0,EUR,1419.12,1.08,3734.53,observado,True
2145-6445,0120-1867,2145-6445,otras ciencias sociales b,law q3 political science relations q4 social sciences family gender diversity public policies marriage woman,4,15,1828.24,EUR,1974.5,1.08,5196.05,observado,True
2011-513X,1809-6891,2011-513X,ciencias veterinarias agricolas c,history q4 political science relations arts humanities social sciences ciencia animal behaviour zootechnology health production veterinary medicine agriculture culture,4,19,2244.95,EUR,2424.55,1.08,6380.39,observado,True
2215-7840,2389-7252,2215-7840,ciencias salud medicas c biomedicas medicine general,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine biotechnology biomedical sciences basic medical clinical,7,21,1120.14,EUR,1209.75,1.08,3183.55,observado,True
2011-7191,2463-2236,2011-7191,ciencias salud medicas c movimiento cientifico medicine general,physical therapy rehabilitation occupational health education exercise respiratory,8,8,,,,,,,False
2011-0413,2236-8876,2011-0413,otras ingenierias tecnologias ingenieria tecnologia c,applied social science management architecture pedagogy psychology sciences,6,8,,,,,,,False
2027-3401,2448-2390,2027-3401,educacion general incluye capacitacion pedagogia ciencias sociales c,,8,0,2838.0,EUR,3065.04,1.08,8065.89,observado,True
1692-7427,2215-7727,1692-7427,ciencias cuidado salud servicios administracion hospitales financiamiento medicas c,agronomy crop science q4 economics econometrics geography planning development agricultural biological sciences finance social actividad fisica desarrollo humano sports physical education physiotherapy psychology athletic performance physiological processes anthropology recreation leisure medicine internal special situations conditions,9,35,2618.0,EUR,2827.44,1.08,7440.63,observado,True
2027-923X,2341-3018,2027-923X,otras ciencias sociales c,,4,0,4188.68,EUR,4523.77,1.08,11904.66,observado,True
0122-994X,2340-3144,0122-994X,ciencias sociales interdisciplinaria otras c,communication new media marketing public relations strategy branding social sciences language literature philology linguistics mass,5,15,,,,,,,False
0122-6150,2521-9715,0122-6150,otras ciencias sociales c cientifica facultad veterinarias universidad zulia,veterinary medicine animal science agricultural economics public health food technology,9,10,895.15,EUR,966.76,1.08,2544.11,observado,True
0121-1935,2248-4000,0121-1935,otras ciencias naturales b,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine chemistry natural sciences biology math physics science general,4,23,,,,,,,False
0120-4319,2580-5649,0120-4319,odontologia cirugia oral medicina clinica ciencias medicas salud b,design technology engineering general civil,9,5,575.0,EUR,621.0,1.08,1634.21,observado,True
1900-0332,,1900-0332,otras ingenierias tecnologias ingenieria tecnologia c,,6,0,,,,,,,False
1657-3498,3005-5857,1657-3498,ciencias biologicas naturales c,natural sciences social health mathematical logic information tecnology agriculture,4,9,,,,,,,False
0123-3734,2574-2167,0123-3734,negocios management economia ciencias sociales c,sotavento mba orthopaedic trauma association biomechanics medicine surgery orthopedic,6,9,1900.0,USD,1900.0,1.0,5000.0,declarado,True
1692-5491,2223-6260,1692-5491,otras biologias ciencias biologicas naturales c momentos ciencia para dialogo cientifico,history q4 political science relations arts humanities social sciences knowledge practices education multiculturalism interculturalism ancestral geography anthropology recreation ethnology cultural general,11,21,,,,,,,False
2011-5733,,2011-5733,derecho ciencias sociales c,,4,0,,,,,,,False
2027-4297,2389-7708,2027-4297,ciencias veterinarias agricolas b colombiana animal recia,nephrology q4 medicine veterinary wildlife animal science agriculture,7,8,2244.95,EUR,2424.55,1.08,6380.39,observado,True
1794-9815,1970-7452,1794-9815,periodismo comunicaciones ciencias sociales c,,5,0,,,,,,,False
0124-6542,0717-6996,0124-6542,arquitectura urbanismo arte humanidades c,,5,0,2838.0,EUR,3065.04,1.08,8065.89,observado,True
1794-7928,,1794-7928,ciencias veterinarias agricolas c,,4,0,,,,,,,False
2011-222X,1657-0448,2011-222X,teatro dramaturgia o artes escenicas arte humanidades c colombiana uma history art visual arts architecture painting sculpture theory fine general,dermatology q4 surgery medicine,20,4,,,,,,,False
1794-4724,2145-4515,1794-4724,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales a1,clinical psychology q4,13,3,1828.24,EUR,1974.5,1.08,5196.05,observado,True
1692-7389,2215-2652,1692-7389,ingenieria produccion otras ingenierias tecnologias tecnologia c,technology engineering general civil,7,4,,,,,,,False
1900-2785,2785-7433,1900-2785,diseno arte humanidades c,iconofacto icon environmental images image making techniques art history aesthetics media fine arts visual general,4,15,,,,,,,False
0121-5256,0123-2576,0121-5256,ciencias salud medicas a2,education q4 medical laboratory technology medicine miscellaneous health professions social sciences med biomedical science human translational clinical practice,4,18,1569.89,EUR,1695.48,1.08,4461.79,observado,True
1909-2814,1669-2721,1909-2814,ciencias educacion sociales c,social sciences philosophy humanities ethics politics psychology religion political science general,4,11,2931.6,EUR,3166.13,1.08,8331.92,observado,True
0304-3584,2145-7166,0304-3584,otras biologias ciencias biologicas naturales a2,science biology general,6,3,2648.07,EUR,2859.92,1.08,7526.11,observado,True
0122-0667,2998-4971,0122-0667,otros temas medicina clinica ciencias medicas salud b,medica risaralda medicine biomedical science human health translational clinical practice,8,10,300.0,EUR,324.0,1.08,852.63,observado,True
0120-4327,2216-0116,0120-4327,otras ciencias sociales c,science technology,4,2,,,,,,,False
0124-7816,2729-7349,0124-7816,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales b,katharsis art centre slovak academy sciences history visual arts architecture theory methodology fine general,13,14,,,,,,,False
0122-7610,2389-9182,0122-7610,otras ciencias agricolas b,agricultural science agronomy agriculture forestry agrifood,4,6,,,,,,,False
1657-2513,2463-2252,1657-2513,otras ciencias sociales c,,4,0,,,,,,,False
0121-2753,1853-1326,0121-2753,educacion general incluye capacitacion pedagogia ciencias sociales c itinerario educativo facultad education teacher training didactics teaching special aspects theory practice,,20,0,,,,,,,False
1794-5658,2500-7769,1794-5658,otras ciencias sociales c amauta,social sciences philosophy general works history scholarship learning humanities,5,9,,,,,,,False
0123-7756,1657-0448,0123-7756,historia arqueologia humanidades c,dermatology q4 surgery medicine,4,4,1116.0,EUR,1205.28,1.08,3171.79,observado,True
2216-1473,2357-5239,2216-1473,otras humanidades c investigium ire ciencias sociales humanas,psychology sociology anthropology politic science administration history general works scholarship learning humanities social sciences,8,14,2000.0,EUR,2160.0,1.08,5684.21,observado,True
1692-7273,2145-4507,1692-7273,ciencias salud medicas a2 medicine general,health professions miscellaneous q3 occupational therapy physical sports rehabilitation q4 public environmental speech hearing medicine medical sciences,6,17,2000.0,EUR,2160.0,1.08,5684.21,observado,True
0121-4128,2462-845X,0121-4128,educacion general incluye capacitacion pedagogia ciencias sociales b ludica pedagogica sports pedagogy recreation geography anthropology leisure,,16,0,,,,,,,False
